Info 0    [20:52:55.390] Starting TS Server
Info 240  [20:57:21.797] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 43 structureChanged: false Elapsed: 1.4592639990150928ms
Info 241  [20:57:21.797] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 242  [20:57:44.846] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 243  [20:57:44.851] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 44 structureChanged: false Elapsed: 4.651459999382496ms
Info 244  [20:57:44.851] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 245  [20:57:46.52] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 246  [20:57:46.55] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 45 structureChanged: false Elapsed: 2.9242580011487007ms
Info 247  [20:57:46.55] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 248  [20:57:46.290] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 249  [20:57:46.293] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 46 structureChanged: false Elapsed: 2.534891001880169ms
Info 250  [20:57:46.293] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 251  [20:57:46.637] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 252  [20:57:46.640] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 47 structureChanged: false Elapsed: 2.1245740018785ms
Info 253  [20:57:46.640] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 254  [20:57:46.958] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 255  [20:57:46.960] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 48 structureChanged: false Elapsed: 1.6662750020623207ms
Info 256  [20:57:46.960] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 257  [20:58:10.19] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 258  [20:58:10.21] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 49 structureChanged: false Elapsed: 2.088876999914646ms
Info 259  [20:58:10.21] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 260  [20:58:10.259] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 261  [20:58:10.261] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 50 structureChanged: false Elapsed: 1.0473029986023903ms
Info 262  [20:58:10.261] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 263  [20:58:15.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 264  [20:58:15.407] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false Elapsed: 1.9930839985609055ms
Info 265  [20:58:15.407] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 266  [20:58:17.539] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 267  [20:58:17.541] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false Elapsed: 2.3651899993419647ms
Info 268  [20:58:17.541] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 269  [20:58:18.362] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 270  [20:58:18.364] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false Elapsed: 1.3856539987027645ms
Info 271  [20:58:18.364] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 272  [20:58:20.590] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 273  [20:58:20.592] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false Elapsed: 1.9525479972362518ms
Info 274  [20:58:20.592] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 275  [20:58:21.140] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 276  [20:58:21.141] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false Elapsed: 1.4429230019450188ms
Info 277  [20:58:21.141] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 278  [20:58:21.539] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 279  [20:58:21.540] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false Elapsed: 1.3894819989800453ms
Info 280  [20:58:21.540] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 281  [20:58:21.788] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 282  [20:58:21.789] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false Elapsed: 1.363051999360323ms
Info 283  [20:58:21.789] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 284  [20:58:22.676] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 285  [20:58:22.677] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false Elapsed: 1.8733370006084442ms
Info 286  [20:58:22.677] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 287  [20:58:22.887] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 288  [20:58:22.888] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false Elapsed: 1.3799329996109009ms
Info 289  [20:58:22.888] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 290  [20:58:23.788] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 291  [20:58:23.792] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: false Elapsed: 3.9159469977021217ms
Info 292  [20:58:23.792] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 293  [20:58:24.868] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 294  [20:58:24.869] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: false Elapsed: 1.5675989985466003ms
Info 295  [20:58:24.869] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 296  [20:58:49.284] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 297  [20:58:49.286] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: false Elapsed: 1.7561159990727901ms
Info 298  [20:58:49.286] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 299  [20:58:58.739] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.#nuxt.config.js :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 300  [20:58:58.739] Elapsed:: 0.014598000794649124ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.#nuxt.config.js :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 301  [20:58:59.852] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 302  [20:58:59.856] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 5 structureChanged: false Elapsed: 3.9153850004076958ms
Info 303  [20:58:59.856] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 304  [20:59:0.236] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 305  [20:59:0.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 6 structureChanged: false Elapsed: 2.3279689997434616ms
Info 306  [20:59:0.239] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 307  [20:59:0.582] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 308  [20:59:0.585] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 7 structureChanged: false Elapsed: 2.823056001216173ms
Info 309  [20:59:0.585] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 310  [20:59:0.901] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 311  [20:59:0.905] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 8 structureChanged: false Elapsed: 3.920915998518467ms
Info 312  [20:59:0.905] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 313  [20:59:2.253] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 314  [20:59:2.256] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 9 structureChanged: false Elapsed: 2.885765001177788ms
Info 315  [20:59:2.256] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 316  [20:59:2.734] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 317  [20:59:2.739] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 10 structureChanged: false Elapsed: 4.936879001557827ms
Info 318  [20:59:2.739] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 319  [20:59:4.143] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 320  [20:59:4.146] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 11 structureChanged: false Elapsed: 2.8481040000915527ms
Info 321  [20:59:4.146] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 322  [20:59:5.111] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 323  [20:59:5.114] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 12 structureChanged: false Elapsed: 2.9587830007076263ms
Info 324  [20:59:5.114] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 325  [20:59:5.405] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 326  [20:59:5.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 13 structureChanged: false Elapsed: 2.867401000112295ms
Info 327  [20:59:5.408] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 328  [20:59:5.437] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.#nuxt.config.js :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 329  [20:59:5.437] Elapsed:: 0.012192998081445694ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.#nuxt.config.js :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 330  [20:59:5.478] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 331  [20:59:5.478] Elapsed:: 0.0278329998254776ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 332  [20:59:5.479] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 333  [20:59:5.479] Elapsed:: 0.011041000485420227ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 334  [21:0:17.628] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 335  [21:0:17.628] Elapsed:: 0.044534001499414444ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 336  [21:0:17.628] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 337  [21:0:17.628] Elapsed:: 0.026319999247789383ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 338  [21:0:41.446] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 339  [21:0:41.447] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 24 structureChanged: false Elapsed: 1.0723110027611256ms
Info 340  [21:0:41.447] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 341  [21:0:42.240] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 342  [21:0:42.243] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 25 structureChanged: false Elapsed: 3.3521969988942146ms
Info 343  [21:0:42.243] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 344  [21:0:42.806] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 345  [21:0:42.807] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 26 structureChanged: false Elapsed: 1.2754650004208088ms
Info 346  [21:0:42.807] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 347  [21:0:50.126] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 348  [21:0:50.126] Elapsed:: 0.04083799943327904ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 349  [21:0:50.126] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 350  [21:0:50.126] Elapsed:: 0.00955900177359581ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 351  [21:0:55.873] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 352  [21:0:55.874] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 27 structureChanged: false Elapsed: 1.7017320021986961ms
Info 353  [21:0:55.874] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 354  [21:1:10.372] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 355  [21:1:10.372] Elapsed:: 0.04885200038552284ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 356  [21:1:10.372] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 357  [21:1:10.372] Elapsed:: 0.016200002282857895ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 358  [21:1:41.193] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 359  [21:1:41.195] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 51 structureChanged: false Elapsed: 1.3957130014896393ms
Info 360  [21:1:41.195] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 361  [21:1:41.768] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 362  [21:1:41.770] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 52 structureChanged: false Elapsed: 1.9005989991128445ms
Info 363  [21:1:41.770] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 364  [21:1:43.27] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 365  [21:1:43.28] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 53 structureChanged: false Elapsed: 1.2420819997787476ms
Info 366  [21:1:43.28] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 367  [21:1:43.832] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 368  [21:1:43.843] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 54 structureChanged: false Elapsed: 11.453487001359463ms
Info 369  [21:1:43.843] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 370  [21:2:0.961] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 371  [21:2:0.963] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 28 structureChanged: false Elapsed: 1.7138950005173683ms
Info 372  [21:2:0.963] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 373  [21:2:5.780] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 374  [21:2:5.780] Elapsed:: 0.054262999445199966ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 375  [21:2:5.780] DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 376  [21:2:5.780] Elapsed:: 0.02842399850487709ms DirectoryWatcher:: Triggered with /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io/.nuxt :: WatchInfo: /home/michael/Soft/Kokopelli-Interfaces/kokopelli-vcv.github.io 0 Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 377  [21:2:46.338] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 378  [21:2:46.340] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 29 structureChanged: false Elapsed: 1.6383319981396198ms
Info 379  [21:2:46.340] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 380  [21:2:46.968] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 381  [21:2:46.970] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 30 structureChanged: false Elapsed: 1.7685890011489391ms
Info 382  [21:2:46.970] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 383  [21:2:47.289] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 384  [21:2:47.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 31 structureChanged: false Elapsed: 1.9508550018072128ms
Info 385  [21:2:47.291] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 386  [21:2:47.590] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 387  [21:2:47.591] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 32 structureChanged: false Elapsed: 1.2840409986674786ms
Info 388  [21:2:47.591] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 389  [21:2:47.880] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 390  [21:2:47.882] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false Elapsed: 1.5996480025351048ms
Info 391  [21:2:47.882] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 392  [21:2:48.337] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 393  [21:2:48.339] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false Elapsed: 1.7835569977760315ms
Info 394  [21:2:48.339] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 395  [21:2:49.354] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 396  [21:2:49.356] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false Elapsed: 2.4516410008072853ms
Info 397  [21:2:49.356] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 398  [21:2:59.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 399  [21:2:59.556] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false Elapsed: 1.8204769976437092ms
Info 400  [21:2:59.556] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 401  [21:3:10.955] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 402  [21:3:10.958] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false Elapsed: 2.673801999539137ms
Info 403  [21:3:10.958] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 404  [21:3:11.746] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 405  [21:3:11.748] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false Elapsed: 2.3248919993638992ms
Info 406  [21:3:11.748] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 407  [21:3:12.336] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 408  [21:3:12.338] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false Elapsed: 1.8848289996385574ms
Info 409  [21:3:12.338] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 410  [21:3:12.681] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 411  [21:3:12.682] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false Elapsed: 0.9888820014894009ms
Info 412  [21:3:12.682] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 413  [21:3:13.681] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 414  [21:3:13.683] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false Elapsed: 1.9553130008280277ms
Info 415  [21:3:13.683] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 416  [21:3:14.83] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 417  [21:3:14.85] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false Elapsed: 1.5304480008780956ms
Info 418  [21:3:14.85] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 419  [21:3:15.137] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 420  [21:3:15.139] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false Elapsed: 1.9486400000751019ms
Info 421  [21:3:15.139] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 422  [21:3:15.459] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 423  [21:3:15.461] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false Elapsed: 1.413587998598814ms
Info 424  [21:3:15.461] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 425  [21:3:15.810] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 426  [21:3:15.812] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false Elapsed: 1.8164889998733997ms
Info 427  [21:3:15.812] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 428  [21:3:18.48] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 429  [21:3:18.50] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false Elapsed: 1.935674998909235ms
Info 430  [21:3:18.50] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 431  [21:3:25.524] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 432  [21:3:25.525] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false Elapsed: 1.3987090028822422ms
Info 433  [21:3:25.525] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 434  [21:3:26.144] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 435  [21:3:26.146] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false Elapsed: 1.8291739970445633ms
Info 436  [21:3:26.146] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 437  [21:3:26.467] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 438  [21:3:26.470] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false Elapsed: 2.1407929994165897ms
Info 439  [21:3:26.470] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 440  [21:3:27.443] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 441  [21:3:27.447] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false Elapsed: 4.0748349986970425ms
Info 442  [21:3:27.447] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 443  [21:3:28.799] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 444  [21:3:28.801] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false Elapsed: 1.8294440023601055ms
Info 445  [21:3:28.801] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 446  [21:3:29.24] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 447  [21:3:29.26] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false Elapsed: 1.6525690034031868ms
Info 448  [21:3:29.26] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 449  [21:3:30.754] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 450  [21:3:30.756] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false Elapsed: 1.9243529997766018ms
Info 451  [21:3:30.756] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 452  [21:3:57.138] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 453  [21:3:57.139] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false Elapsed: 1.5558260008692741ms
Info 454  [21:3:57.139] Different program with same set of files:: oldProgram.structureIsReused:: 2
